,video_id,comments
42,xBbuh9RMYtY,"['These fits are so cuteeee😭 o to be one of these models \U0001f979', ""What's the song???"", '💖\nThe sh18 story \nBooks stories channel for kids', 'Simply youthful 💗', 'Dior Hufflepuffs 😃 love it❣️✨', '😊😊😊😊🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸😘😘😘', 'この映像は格好良いのか疑問。', '🖤🖤🔒', 'First', 'Amazing!!!!!!!! Yellow is awsome!!', '🚀🚀🚀', 'awesome !!!', 'Dior 💯 beautiful 💯👑 💃👠👄💪🔥👍👏💯💯📷😘😘', '🖤 Cher Horowitz meets Nancy from the Craft and they listen to New Retrowave music together  💛', 'Esprit collège punk?!', 'I’m first whooooo', '안녕하세요 🤗 💜', 'Dioh', ""I'm in love with this collection"", 'Hi']"
43,JzsDnnQ19yI,['Beautiful as aways Mr. Phillips!']
44,hmyjdCfeXUo,"['Wow.   Cool….', 'Amazing show in Seoul xx', '😍👍', 'Good job to my dior ambassador jisso turtle rabbit kim🔥🔥🔥', '😳', ""I'm so proud for my mother's university if that makes sense"", 'amazing!', '💜💜💜💜👏', 'Wow Dior getting better. Seriously deserve a respect. After JD case and now with Ewha.', 'Hermosoo', 'I am impressed that dior is not just here for sales, but also aims to share and collaborate with the sk market. Cool!\n\n\nJisoo is in good hands!', 'This is so awesome and inspiring!  Had to share it with my friends from Korea!', '🌸🦋I LOVE YOU 🌸🦋', 'Just wanna say thanks for not dropping Johnny\U0001faf6', 'Happy to see this collaboration as a graduate.', ""I'm so proud of being a part of this prestigious university 💚\n이화의 구성원이라는 게 너무 자랑스럽다.. 진짜 무릎갈립니다ㅠ"", 'Such an amazing partnership, it describes how much clever and creative Dior maison is.', 'The great Chiuri', 'Wowww', '정말 멋지고 훌륭합니다!\n한국인으로서 자랑스러워요.']"
45,2PBL-ZqZ3iE,"['shoot for the stars aim for the moon- the late Pop Smoke 💫', ""That's so STUNNING ✨"", 'Wow amazing store.', 'when u open like this in jakarta ?', 'Jisoo', '😍', 'Dior represents elagance,beauty,quality & standard❤..', 'amazing😍🎶', 'Dior is not anything it’s a brand that bring happy 😆\U0001faf6❤️❤️❤️🍱💞💗✨🧺\U0001faf6\U0001faf6\U0001faf6🍤💞💞💞 love youuuuuuu diiiiiiiiiiiiiiiiiiiiior forever and thank you hopefully you open a pranch like that in Saudia Arabia 💚💚💟', 'Amazing !!!!!', 'Amazing omg', '⭐️⭐️', 'Wow amazing store❤', 'Wow just wow', 'the fact that jisso has most of these items shows how much dior loves and respects jisoo so happy for her\nDefinitely going to something from dior 🤗🤗', 'Wow amazing 😲✌️', 'Who designed this store ? Must be a genius!', '❤️❤️❤️❤️', '💖💖💖💖', 'Amazing🔥🔥']"
46,jhmC2dmaBDg,"['Nah. Stop', '멋져 멋져. 대박 👍🏽', 'So cool!', '💜💜💜', 'WOWW REALLY PRETTY AND INDEPENDENT WOMAN! I HOPE I CAN BE THERE SOMEDAY!', 'It was absolutely awesome to see them skate ❤️', 'This is so cool! Love the clothing as well!', 'What a cool idea!', ""They've got Seoul!!"", 'Dior is amazing I would love to visit the fashion shows one days really admirable thank you dior for empowering us , more power to you much love God bless 💚✨', 'This was wonderful!!', 'They are so talented wow 😍😍', 'I can see this outfit with YGX too', 'First...사랑해 ~♡', 'thats so cool!!', '멋있습니다~!👍쇼의 의미가 참 좋은 것 같네요:)', 'Dior大好きです❣️', 'love its !! really nice idea!!', 'new subscriber of Dior because of not letting go my favourite actor. Full respect ❤️', 'A legenda di Kimmy-jka.Monster snowquen hè u mo idolu. Hè a persona chì aspiru à essem, hè a mo luce di ghjornu']"
47,Myak3yDsITs,"['Aku sangat menyukai kain ini di gaun pernikahanku', 'Very pretty lace and interesting tradition!👍', 'Wah♡', 'Fabulosa escuela !. Dior , como siempre al rescate.', '😊😊😊😊🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸😘😘😘😘', 'Wow dior i love it 💞💞', '🕊🌹', 'che bello', '🥰🥰🥰🥰🥰😍🤩😘', 'utterly gorgeous this is also done in latinamerica...', 'ودي اشتري من عندكم بس ما عندي فلوس', 'I love lace.', 'JD', 'I am firstt omggg', 'بحبك شركة dior خاصة جيسو🥰🥰❤❤❤', 'I am Venetian and this video was pure joy for me. I love those ladies. This is a wonderful collaboration, full of history and passion. Thank you, Dior!', '😍😍😍😍', '白のレース✨大好き🍀', 'ステキなレース', '🏌️\u200d♂️👏🇧🇷']"
48,7zundyOBASM,"['All these ramps are looking so cool ✨', 'Really addict to THIS👏🖤💖', '🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸😊😊😊😊😘😘😘😘', 'damn thats crazy', ""Omg it's amazing"", 'awesome', 'вау', 'Nice', 'Ooohhh looks so luxury', 'Oo cool!>', 'Dior in soeul is fire , korea is beautiful  country', 'Jisoo 💕💕💕💕', 'This was so cool!', 'Wow', 'Cool', 'Love it', 'Thank you for treating our Jisoo in a good way', 'Is jisoo going to be there', 'so amazing💚', '🔥🔥🔥🔥🔥🔥🔥🔥']"
49,ISrk14b6eo4,"['Holas', 'I love Maria Grazia!!! 🌹🌹🌹🌹🌹👏👏👏👏👏🔝🔝🔝🔝🔝', 'the dresses of this collection are super beautiful', 'Amazing!! loved all the designs. And the idea for a ribute to the past women of Dior is just wonderful!!', ""Bien heureusement, Françoise Dior demeure dans l'ombre."", 'Please let Jisoo use it 😍', 'I love dior because of its roots, love when you all have episodes elaborating. It was absolutely stunning art❤️', 'This Fall 2022 collection by Maria Grazia is absolutely stunning and she picked a very nice country that suits the theme of her collection. Looking forward for more collections by her.', 'C est  le vrai sens du travail!? Pouvoir exprimer un savoir faire et s y sentir tellement bien que cela devient un plaisir partagé avec des collègues tout autant passionnés…..!!', 'Beleza pura,,', 'デザインがの中で素敵な足と靴を見つけた。風に煽られ怪我をしてしまい 他 むくみをあって、顔 頭に皮膚炎もありお化粧もできず、非常に辛い。不正注射もとある所でされてしまいその副作用で眠いし、昨晩の夕食で食べ過ぎでまた今日吐いてしまい、その他痛みもあり、編み物もできず、美容院に髪の毛を切りに行きたいと思っていてもできないでいる\n。せっかくのゴールデンウィークだけど、愛用のストッキングもリニューアルされてなれていない。非常に辛い５月なのだ。なんて辛いのだろうか。少しでも好転してきたら、日本橋まで買い物にも行きたいが、こんな皮膚炎で恥ずかしいとは思う。\n今日は頑張って髪の毛を洗おうと思うところ。右腕一本で髪の毛を洗わなければならない。大変だ。', 'Tres chic. Merci.', 'Maria tu fait des bons choix dans ta vie je te félicite bravo', 'ça fait du bien de découvrir les amie ou les proches de Mr Dior', '""Behind every great man is a great woman."" 🥰 It is clear in the work of Christian Dior how much joy he got from making women feel beautiful.', '👏🏼', 'Yeahhhhhhh!!!!!', 'I love Dior cmon these dresses r PRETTY🤍🤍🤍', 'Dior大好きです❣️', 'Parabéns a Dior pela qualidade dos produtos e por manter  Johnny Depp em sua marca. Ele merece respeito e a Dior é simplesmente maravilhosa.']"
50,WplV5NLtAxM,"['🙂', '🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸😊😊😊😊😘😘😘😘😘😘', 'Lovely☀️', 'Beautiful', 'Beautiful. Simply beautiful.', '💜💜😍', 'I LOVE MISS DIORRR', 'When all big companies stopped working with Johnny Depp, Dior didn’t do that. Love you Dior.', 'Depp', 'Genial genial genial', 'superb', 'Ravissant', '😍😍', 'ㅛ', '💕', '❤️']"
51,hTU4_-iWJWQ,"['It’s not nice', 'Ugly line', 'बनारसी परिधान को लेकर, फैशन डिजाइनिंग को नया आयाम देना चाहती हूं, मंजूषा श्रीवास्तव (फैशन एंड स्टाइल इंस्टिट्यूट) \r\nhttps://youtu.be/TVc55vMDk4E', '14:21', '💩 sáng tạo', 'really ugly stuff', 'Thank you Christian Dior Maria Grazia Chiuri compliment teenage fashion very interesting.\nTo express the volition of to dressed young at heart.\nCompliment location original atmosphere pleasant.\nIntrospection soul young to materialize with line is color is patterned fabric create  a sinfony surreal.\nYours sincerely\nSig.Baldassare Alessi', 'Steinberg✔️🖤🖤', '한국에 콜 출신 영부인이 자꾸 디올 입고 다닌다. 어떻게 좀 해봐라', 'Легко им просто двигать 👍👏👏👏👏👏', 'класс', '😍😍😍', '😍😍😍😍👍👍👍👍👍классно', '👍', ""damn \nthis show is dope it kill it's man\nfantastique\nwhere can i get contact to be one of them?"", '👌', ""Che palle quanto poco mene frega se quelle volevate a Lula Belgio ordine anno avuto fortuna soldi e daga cosa vogliono fare l'importante che stiano alla larga con mossa ordine e chi seguiva e poliziotti che anno da anni siciliano e fanno altro da tempo con farmacie e farris a ricariche grazie tenetemi soprattutto alla larga uno col capellino sulla barca e auto Chessa Pietro e sorelle"", '爽やかだね😃⭐🍇🌈⭐🍇🌈⭐🍇🌈⭐⭐⭐', 'HORRIBLE 🤮🤮🤮🤮🤮🤮🤮', 'hi....']"
52,KVVtc551ysc,"['Awww, Seoul', 'Increíble 💟', 'I am so proud of her!', 'Jisoo and Dior are perfect combi 😍🔥', 'Jisoo!!', ""she's the only reason why i love dior brand"", ""i'm not a blink but i think jisoo is dead gorgeous"", 'Jisoo queen', '지수지수~~♡♡♡', 'Jisoo se ve realmente linda💖', 'Jisooidol', 'Hi', '🥰😍', 'Love it', 'We love you', 'Jisoo best girl', 'Seoul is the most important city in the world b/c the heavenly JOOHEON lives there. It must be protected at all cost.', 'she is AMAZING!', 'Jisoo so pretty and beautiful 🤍🤍', 'Beautiful Jisoo 🥰♥️']"
53,nFzWv8TK-s8,"['exquisite 👌🏻', 'انت بارعة جدآ']"
54,DB0dYqBDvgE,['كم انتي جميلة🇲🇦🇲🇦🇲🇦اتابعكم من مغرب']
55,t1l6XPO7wG0,"['Cool these girls… 👍🏽', 'Keeping store on the ward bypass sunlight', 'The sun on a ward by keeping store', 'Cool', ""Can't wait!!"", 'No complaints🌚', 'OMGGG', 'DIOR JISOOOO', 'Как же они форсили, что Джису будет на их показе, а по итогу не показали ее ни на секундочку. Диор, вы меня наебали, суки.']"
56,wL9dwrke-BY,"[""She's Cool 😎🖤"", 'واوكم انتي رائعة اين هي جيسو🇲🇦']"
57,lQuZZnBYsSM,"['So beautiful Suzy', 'Suzyyy', 'Suzyyy the pretties girl 💞', ""The Nation's First Love, The CF Queen, The Legend, The Icon, The Goddess, Bae Suzy Is Unstoppable. 🌟🌟🌟"", 'The Most Prettiest Girl In The Universe Suzy, Goddess, Gorgeous, Sophisticated, Fabulous, Amazing,Awesome 😍💎💞', 'suzyyy😍😍', 'Suzy’s thoughts on the citylights at night are exactly like mine and it’s interesting to learn about it~', 'Suzy ❤', '#DiorHouseAmbassadorSuzy', '💜💜💜', '❤️❤️❤️', 'Suzy is really inspiring ❤️ She has this aura of elegance, confidence & humility. Her beautiful face is just a bonus.']"
58,rP5JDvYxbRY,"['queen yuna', 'Queen', 'Queen Yuna~~', 'yuna💙💙💙💙💙💙💙💙💙', '너무 이쁜 연아~~♡♡', '💜💜💜', '연느❤️\u200d🔥', '연느님 ♡', 'Yuna kim, the queen!']"
59,BxsHOaGkjzc,"['Wunderbar!!!!', 'Все счастливы со всеми, и никто никому не мешает.', 'Wow spectacular bravo bravo', 'Espectacular 👏👏👏👏❤️👍', 'Bellissimo', 'Kitsch', 'Very classy ❤', 'шиза цветёт у кого то..', 'Emazing', '😶👏👏👏👏👏👏👏👏👏👏👏👏👏💐💐💐💐💐💐💐🌻', 'Una maravilla gracias saludos cordiales desde España', '🌹', ""Grazie! 💖🌹'Io son lumilla ancella del genio creator...mitre, gioconda, atroce!' Andriene Lecouveur 🎼"", 'Decadenza', 'Beautiful. Location, music, ballet. All roads lead to Rome, as said. Thanks', ""this is the most beautiful thing i've ever seen"", 'Would you maybe want to mention the names of the dancers and the choreographer/ movement director of the performance? It would not have happened without them. A bit of appreciation and professionalism here. Thank you very much! Have a great day', 'Maravilhoso!!!👋👋👋👋👋👋👋💜💜💜💜💜💜💯💯💯💯💯💯', 'Que plomooo!', 'Truly a masterpiece!!!']"
60,ZY7hgT9DEaY,"[""she just looks like a dream the prettiest woman i've ever seen"", 'i love her \U0001faf6🏻', '❤️❤️❤️', '🥰', '♥️♥️♥️♥️', 'SOOYAAA love you', 'Jisoo best girl', 'Jisooyaaaa', 'Happy 😊', '❤️', 'Queen Kim Jisoo 👸🏻♥️♥️', 'Queen', '💐💐💐', '❤️', 'ياحلوك', 'جييييسسسسسووووو', 'We', '💜💜', 'woww', 'Princess of Korea']"
61,rvz-F2asLOk,"['Very Fav😍', 'Real Art 😻', 'Beautiful', 'Incrível']"
62,yYF9wM9nC6c,"['Deixa A Geórgina nessa FITA.', 'AMA AXTX AXXX', 'Thank You 💓💞🥰']"
63,IE63OtukX8I,[]
64,4bI1cSXtKOQ,"['I love this idea. 👏', 'So let’s collect large ocean plastic then convert it to something that is notorious for creating micro plastic pollution, this is the state of eco-friendliness these days. The only innovation here is how bad of an idea it is. Parley even mention this on their website so I have no idea why they thought this was a good idea 🤦\u200d♂️', ""I think it's a really cool and eco-friendly idea. Very good!"", 'Omg😍❤️👏🏻', ""c'est génial"", 'Wow 😍😍😍😍👏👏👏👏👏👏👏']"
65,19UENtU4IgY,"['Merciiii, absolument magnifique 😍🙏💖✨👗', 'My favorite Designer brand.', 'رائع 🤩', '♥️✨♥️', 'Can’t wait to go there!😍', 'Beautiful 🥰❤️❤️😘', '🔥🔥🔥🔥🔥😍😍😍']"
66,b_uW6OBH_LQ,[]
67,nbuZ0ACnNe4,['😩I love Dior so much']
68,FGbF6wg2pUQ,"['Beauty queen 👑', '😍😍😜😜사랑해 지수', 'you are my angel', 'jisoo the Queen of visual', 'jisoo the Queen of kpop', '😍😍😍😍', 'Dior Angel ❤❤❤', 'I am waiting for jisoo solo', 'jisoo and kim sojung is a tier when it comes to beauty', 'Jisoo love you', '<3 <3 <3 <3', 'if YG wont give jisoo what she deserve dior will 😌', 'Beautiful and shinning', '秀秀真美', '💖🖤Hello Jisoo🖐🏻', 'The fact that she is using Korean is really  a matter of pride for Koreans', 'Самая любимая моя', ""She's an angel"", ""I'm obsessed with her ❤️"", 'Jisoo is so cute and pretty']"
69,RIC53SS1bkI,"['Please! Send me it ALL 👍🌏🗿💕', 'We want Johnny Depp ❤️', ""This looks like it's going to smell so good!"", 'Cambien el Tapón si les apetece,pero no cambien las fórmulas.', 'Thats dope', 'Can’t wait!', 'Will be cool to see what this smells like', 'cute', 'Let earth breath Dior!!!!']"
70,SJvkavxT66k,"['Wow u r really at next level', 'WOW time', 'Thank you for sharing the video Dior', 'My favorite brand for clothings', ""La magnificence dans toute sa splendeur,  c'est comme dans un rêve matérialisé, un véritable conte de fée,  j'en ai presque la larme à l'œil tellement c'est beau""]"
71,P49UXlsjs3I,"['🥇Queeeeeeeen YUNA🥇', 'Queen 👑', '앗쇼가 넘나 고프다♡', 'Figure skating is sport.  But it is also art. \n\nBoth deserve respect, and appreciation.  \n\nYuna Kim is the perfect choice to represent that unique and beautiful blend.  She has mastered both the “art” and the “science” of figure skating.  And she continues to honor her sport, and all sport in general, through her meaningful words and actions. \n\nMahalo for choosing Yuna to be one of your ambassadors. \n\nAloha 😊❤️🌸👑🥇⛸🤙🏼', '퀸의 아름다움 멋진선수♡♡♡♡♡♡♡♡♡♡', 'Love Yuna♥', 'QUEEN YUNA ... Supporting Infinitely,,,', 'Queen⛸🥰👑', 'Queen yuna❤❤❤❤❤', 'She is such an inspiration! A true role model', 'Thank you for subtitles in Japanese!', 'Yuna Kim! 👸👸👸💖', 'Queen Yuna Kim! ❤']"
72,ZbvVLb9oiOQ,"['Stunning ❤️', 'Gorgeous and so classy🙂👍', 'Incredible!!!', 'Incroyable 🎉', 'The Montaigne boutique looks SO lovely!', '🤩🤩🤩🤩🤩stunning', 'Looks amazing 👌🏻💫', 'Very elegance.', ""Un grand merci ! ,Monsieur Christian Dior , revit grâce à vous ! Merci pour le savoir faire, de la France, les grandes mains, dans vos ateliers  (oui ! ,pour moi , il n'a pas, de petites mains, vous faites, tous honneur, à notre, grand Pays ,Merci pour vôtres passions, et votre Amour , du travail , qui représente, dans le monde entier, vos savoirs faire!\nAmicalement vôtre . yannick."", 'I see what you did there💅🏽 #newlook', '🤍', '⭐⭐⭐⭐⭐']"
73,5t1-97AKBIA,"['🥰🥰🥰🥰🥰🥰🥰🥰🥰', '🙌🙌🙌', 'Taking risks\n\nBecoming Yourself \n\n                                  💋🧚💋\n                                           Bravo \n\n\n                                     Darci🏄\u200d♀ Liu\n                                       \nAronne …✍ 🏎 🚲📚', 'That jacket!!', 'Amazing']"
74,ApvFSTzfU0I,"['Thank you', ""J'admire votre charisme !"", 'wow incroyable', '<3 Thank you ~', 'wow i like this video and i love this model  ❤️', 'Firstttt']"
75,x-mZ2Sgafi4,"['What a great video!! I love your style! So gorgeous! i actually just got a new bag as well from @ gurep.com  .Think I’m going to order one more there !', 'Perfetto!', 'I love the sketch', '😍😍😍', 'Good', '👜🖤✨', '❤', 'MISS DIOR JISOOO', 'Beautiful', 'Proprio bellissima! ❤', ""C'est tellement cool d'être un créateur de Dior"", 'This bag is wonderful! 😻', 'Masterpiece', 'Niiiceeee', 'Beautiful bag and AMAZING craftsmanship!!!', 'Olala il me plaît ce sac', 'Different and creative 💐', 'LOVE IT💗👜', 'Bello!', 'I really need to be successful in life to afford one of these.']"
76,SpFPs3_EEdQ,"['So cute', 'Lo quiero', 'Dior, I wanted a bag 😭 I don’t have the money to buy 😔', ""OH it's lovely"", '🥰🥰🥰🥰🥰', 'More!!!!']"
77,awGmOPMHFxc,"['This is awesome! I love fencing. This reminds me of the Chinese fencing drama ""Lightning""!']"
78,TWfq6siab74,"['look like raspberries blueberry vanilla ice cream', 'This is beautiful and so enjoyable to watch. Anyone know which sketching app is used in this video?', 'I love your design  i love  so much 😍😍😍😍😍💖💖💖', 'It is famous by the name of ""Jisoo\'s  knitted jacket..☺️', 'wow👏👏', 'Modele adorable je trouve', 'You people are wonderful artist I love your brand', 'Dior’s craftsmanship is always astonishing! Thanks for the cool video', 'Beautiful']"
